date,time,FC1_Read_Input_Register,FC2_Read_Discrete_Value,FC3_Read_Holding_Register,FC4_Read_Coil,label,type
25-Apr-19, 09:14:51 ,8970,3353,11534,16963,1,injection
25-Apr-19, 09:14:52 ,42548,57540,42278,33163,1,injection
25-Apr-19, 09:14:54 ,45060,22968,59945,12976,1,injection
25-Apr-19, 09:14:55 ,52671,9599,5095,34734,1,injection
25-Apr-19, 09:14:55 ,15945,16673,2234,47396,1,injection
25-Apr-19, 09:14:56 ,10862,3225,42200,1780,1,injection
25-Apr-19, 09:14:57 ,52362,26341,24236,45802,1,injection
25-Apr-19, 09:14:59 ,45898,37005,60146,11813,1,injection
25-Apr-19, 09:15:00 ,9304,63603,50417,34095,1,injection
25-Apr-19, 09:15:00 ,53470,28841,56686,18001,1,injection
25-Apr-19, 09:15:01 ,18984,21350,20310,55884,1,injection
25-Apr-19, 09:15:02 ,48625,46919,64917,15479,1,injection
25-Apr-19, 09:15:04 ,27709,32549,4846,12847,1,injection
25-Apr-19, 09:15:05 ,22939,32787,19264,27102,1,injection
25-Apr-19, 09:15:05 ,47618,49980,65489,31718,1,injection
25-Apr-19, 09:15:06 ,41159,35340,26625,26118,1,injection
25-Apr-19, 09:15:07 ,30306,41474,19059,6383,1,injection
25-Apr-19, 09:15:09 ,60790,5815,57046,16143,1,injection
25-Apr-19, 09:15:10 ,31925,21706,1650,34688,1,injection
25-Apr-19, 09:15:10 ,30526,37840,4424,49060,1,injection
25-Apr-19, 09:15:11 ,11171,50547,50685,57888,1,injection
25-Apr-19, 09:15:12 ,59833,16558,40440,55577,1,injection
25-Apr-19, 09:15:14 ,37085,52254,1690,55328,1,injection
25-Apr-19, 09:15:15 ,40348,9151,44726,16007,1,injection
25-Apr-19, 09:15:15 ,54878,52546,35972,43514,1,injection
25-Apr-19, 09:15:16 ,30650,50329,22921,41334,1,injection
25-Apr-19, 09:15:17 ,44816,22835,61227,23121,1,injection
25-Apr-19, 09:15:19 ,6192,9975,19866,28125,1,injection
25-Apr-19, 09:15:20 ,60453,30977,2601,7057,1,injection
25-Apr-19, 09:15:20 ,64892,28896,34231,3207,1,injection
25-Apr-19, 09:15:21 ,37930,61118,4565,9488,1,injection
25-Apr-19, 09:15:22 ,223,45155,60448,22663,1,injection
25-Apr-19, 09:15:24 ,50296,56042,5905,7794,1,injection
25-Apr-19, 09:15:25 ,15144,51522,49567,52522,1,injection
25-Apr-19, 09:15:25 ,44469,24608,21476,15485,1,injection
25-Apr-19, 09:15:26 ,3468,8492,36493,16975,1,injection
25-Apr-19, 09:15:27 ,63960,35121,9347,41636,1,injection
25-Apr-19, 09:15:29 ,46443,25461,61827,62396,1,injection
25-Apr-19, 09:15:30 ,20317,26809,61722,63459,1,injection
25-Apr-19, 09:15:30 ,23687,21661,58240,60451,1,injection
25-Apr-19, 09:15:31 ,12860,35767,7787,48758,1,injection
25-Apr-19, 09:16:36 ,56161,23416,20987,24682,1,injection
25-Apr-19, 09:16:37 ,15748,32545,7371,10843,1,injection
25-Apr-19, 09:16:39 ,34523,17356,28964,37596,1,injection
25-Apr-19, 09:16:40 ,51763,48125,26501,46,1,injection
25-Apr-19, 09:16:40 ,31230,1614,53757,20265,1,injection
25-Apr-19, 09:16:41 ,13475,46569,2913,51631,1,injection
25-Apr-19, 09:16:42 ,34754,41174,20218,2569,1,injection
25-Apr-19, 09:16:44 ,13209,59603,24457,22137,1,injection
25-Apr-19, 09:16:45 ,7591,38247,41268,39518,1,injection
25-Apr-19, 09:16:45 ,17869,1395,62863,5378,1,injection
25-Apr-19, 09:16:46 ,55630,9354,33346,42209,1,injection
25-Apr-19, 09:16:47 ,1924,58266,19376,41647,1,injection
25-Apr-19, 09:16:49 ,36019,50028,45936,2063,1,injection
25-Apr-19, 09:16:50 ,8205,61677,29921,14397,1,injection
25-Apr-19, 09:16:50 ,8059,22493,9286,50334,1,injection
25-Apr-19, 09:16:51 ,64792,4022,30454,43395,1,injection
25-Apr-19, 09:16:52 ,21986,28668,53744,57120,1,injection
25-Apr-19, 09:16:54 ,43569,48049,46410,28093,1,injection
25-Apr-19, 09:16:55 ,47483,47059,27634,58069,1,injection
25-Apr-19, 09:16:55 ,667,39938,31405,22696,1,injection
25-Apr-19, 09:16:56 ,9450,158,44130,13867,1,injection
25-Apr-19, 09:16:57 ,15012,43337,63507,50467,1,injection
25-Apr-19, 09:17:00 ,33072,17070,64193,28606,1,injection
25-Apr-19, 09:17:00 ,46192,17617,9114,22444,1,injection
25-Apr-19, 09:17:02 ,2154,29989,53196,60851,1,injection
25-Apr-19, 09:17:05 ,23884,53075,4251,39977,1,injection
25-Apr-19, 09:17:05 ,49367,63719,9755,39493,1,injection
25-Apr-19, 09:17:06 ,32254,28386,37922,819,1,injection
25-Apr-19, 09:17:07 ,14231,62961,60455,39016,1,injection
25-Apr-19, 09:17:09 ,64622,29419,1909,12004,1,injection
25-Apr-19, 09:17:10 ,45595,64035,31068,55153,1,injection
25-Apr-19, 09:17:10 ,20754,52464,46443,58137,1,injection
25-Apr-19, 09:17:11 ,6573,8107,59333,42081,1,injection
25-Apr-19, 09:17:12 ,60010,13861,23731,12913,1,injection
25-Apr-19, 09:17:14 ,11006,63940,55048,48469,1,injection
25-Apr-19, 09:17:15 ,24064,20246,4386,31539,1,injection
25-Apr-19, 09:17:15 ,46319,42261,5096,34115,1,injection
25-Apr-19, 09:17:16 ,34120,40226,20061,65030,1,injection
25-Apr-19, 09:17:17 ,51184,61733,63099,57403,1,injection
25-Apr-19, 09:17:19 ,48949,58964,57518,40765,1,injection
25-Apr-19, 09:17:20 ,13205,36256,31817,53568,1,injection
25-Apr-19, 09:17:20 ,3368,21440,57955,25258,1,injection
25-Apr-19, 09:17:21 ,24638,36333,4437,2,1,injection
25-Apr-19, 09:17:22 ,56651,48723,56243,49208,1,injection
25-Apr-19, 09:17:24 ,25129,18392,42226,27798,1,injection
25-Apr-19, 09:17:25 ,10852,49428,33594,52910,1,injection
25-Apr-19, 09:17:25 ,32357,3259,42162,10581,1,injection
25-Apr-19, 09:17:26 ,19742,12335,4938,42116,1,injection
25-Apr-19, 09:17:27 ,53260,17133,43550,9842,1,injection
25-Apr-19, 09:17:30 ,53629,29847,50588,18040,1,injection
25-Apr-19, 09:17:30 ,33149,54683,16974,5767,1,injection
25-Apr-19, 09:17:31 ,41528,11181,25378,34584,1,injection
25-Apr-19, 09:17:32 ,35157,8924,47600,7977,1,injection
25-Apr-19, 09:17:34 ,14300,26844,62638,38098,1,injection
25-Apr-19, 09:17:35 ,26840,20449,37282,15737,1,injection
25-Apr-19, 09:17:35 ,47473,64056,3574,6581,1,injection
25-Apr-19, 09:17:36 ,26261,33405,51060,8946,1,injection
25-Apr-19, 09:17:37 ,17049,10684,7209,5637,1,injection
25-Apr-19, 09:17:39 ,41602,9437,17989,63574,1,injection
25-Apr-19, 09:17:40 ,3513,42513,52262,22738,1,injection
25-Apr-19, 09:17:40 ,14796,18448,61964,46009,1,injection
25-Apr-19, 09:17:41 ,46589,531,21181,5619,1,injection
25-Apr-19, 09:17:42 ,54510,45480,29538,50592,1,injection
25-Apr-19, 09:17:44 ,63713,46032,56856,2019,1,injection
25-Apr-19, 09:17:45 ,61213,13013,49740,36971,1,injection
25-Apr-19, 09:17:45 ,64953,50607,18780,57428,1,injection
25-Apr-19, 09:17:46 ,3651,46648,44262,33536,1,injection
25-Apr-19, 09:17:47 ,12361,63270,42481,8793,1,injection
25-Apr-19, 09:17:50 ,56108,40880,21968,42740,1,injection
25-Apr-19, 09:17:50 ,43983,33406,25370,51070,1,injection
25-Apr-19, 09:17:51 ,13901,4172,47564,23396,1,injection
25-Apr-19, 09:17:52 ,13223,41609,9884,41577,1,injection
25-Apr-19, 09:17:54 ,28177,2199,54078,33927,1,injection
25-Apr-19, 09:17:55 ,716,26128,51881,38621,1,injection
25-Apr-19, 09:17:56 ,10810,33982,17736,55430,1,injection
25-Apr-19, 09:17:56 ,16367,9773,16891,16159,1,injection
25-Apr-19, 09:17:57 ,34668,28811,46894,38281,1,injection
25-Apr-19, 09:17:59 ,29844,58882,36593,6399,1,injection
25-Apr-19, 09:18:00 ,52841,57113,57339,43528,1,injection
25-Apr-19, 09:18:01 ,51513,63272,7458,49783,1,injection
25-Apr-19, 09:18:01 ,32876,4838,15060,30235,1,injection
25-Apr-19, 09:18:02 ,5156,61818,42359,24105,1,injection
25-Apr-19, 09:18:04 ,51493,27871,50829,58097,1,injection
25-Apr-19, 09:18:05 ,37767,57026,59334,58187,1,injection
25-Apr-19, 09:18:06 ,19286,18194,64502,14123,1,injection
25-Apr-19, 09:18:06 ,10615,32940,28559,4525,1,injection
25-Apr-19, 09:18:07 ,22754,36958,21274,25657,1,injection
25-Apr-19, 09:18:09 ,10122,53660,23916,40907,1,injection
25-Apr-19, 09:18:10 ,14143,41003,7917,33913,1,injection
25-Apr-19, 09:18:11 ,24276,54250,45669,24933,1,injection
25-Apr-19, 09:18:11 ,3897,10095,47132,53137,1,injection
25-Apr-19, 09:18:12 ,147,35533,6179,51039,1,injection
25-Apr-19, 09:18:14 ,50665,4350,43319,63042,1,injection
25-Apr-19, 09:18:15 ,26501,8408,3437,9617,1,injection
25-Apr-19, 09:18:16 ,49231,50910,50723,6488,1,injection
25-Apr-19, 09:18:16 ,36132,1478,64001,58078,1,injection
25-Apr-19, 09:18:17 ,32431,57425,7787,20099,1,injection
25-Apr-19, 09:18:19 ,11807,52501,63470,39311,1,injection
25-Apr-19, 09:18:20 ,5001,2090,17008,41063,1,injection
25-Apr-19, 09:18:21 ,28270,1884,63935,44167,1,injection
25-Apr-19, 09:18:21 ,31892,32402,46837,38686,1,injection
25-Apr-19, 09:18:22 ,50636,26640,49687,15789,1,injection
25-Apr-19, 09:18:24 ,8453,26625,44937,56829,1,injection
25-Apr-19, 09:18:25 ,60527,2126,15563,40611,1,injection
25-Apr-19, 09:18:26 ,64575,21540,56679,11520,1,injection
25-Apr-19, 09:18:26 ,50790,38126,12433,65232,1,injection
25-Apr-19, 09:18:27 ,57269,38016,42021,25894,1,injection
25-Apr-19, 09:18:29 ,3490,25169,14107,32018,1,injection
25-Apr-19, 09:18:30 ,1556,25003,24700,44059,1,injection
25-Apr-19, 09:18:31 ,52428,20284,28503,11807,1,injection
25-Apr-19, 09:18:31 ,33269,62396,9613,34854,1,injection
25-Apr-19, 09:18:32 ,54016,28463,39305,62060,1,injection
25-Apr-19, 09:18:34 ,14905,15278,11953,60392,1,injection
25-Apr-19, 09:18:35 ,41710,36065,19817,1412,1,injection
25-Apr-19, 09:18:36 ,61022,28049,15508,45751,1,injection
25-Apr-19, 09:18:36 ,29231,22961,7499,46775,1,injection
25-Apr-19, 09:18:37 ,27821,63682,47381,18852,1,injection
25-Apr-19, 09:18:39 ,3690,42843,17337,44980,1,injection
25-Apr-19, 09:18:40 ,29220,44090,57996,62679,1,injection
25-Apr-19, 09:18:41 ,14264,19055,34829,15133,1,injection
25-Apr-19, 09:18:41 ,19628,12506,18959,5848,1,injection
25-Apr-19, 09:18:42 ,46279,20146,51685,5573,1,injection
25-Apr-19, 09:18:44 ,22720,41750,44924,36859,1,injection
25-Apr-19, 09:18:45 ,64273,47931,37694,55778,1,injection
25-Apr-19, 09:18:46 ,2972,56094,11496,26229,1,injection
25-Apr-19, 09:18:46 ,25617,8219,62453,35262,1,injection
25-Apr-19, 09:18:47 ,62631,18578,25587,56038,1,injection
25-Apr-19, 09:18:49 ,26457,10190,60374,5099,1,injection
25-Apr-19, 09:18:50 ,6152,33456,57828,25620,1,injection
25-Apr-19, 09:18:51 ,51294,25686,30755,54995,1,injection
25-Apr-19, 09:18:51 ,45968,53915,13104,34248,1,injection
25-Apr-19, 09:18:52 ,13474,14138,5148,52721,1,injection
25-Apr-19, 09:18:54 ,23253,8370,1100,17161,1,injection
25-Apr-19, 09:18:55 ,23870,24774,23707,50872,1,injection
25-Apr-19, 09:18:56 ,56485,4751,46695,17207,1,injection
25-Apr-19, 09:18:56 ,50635,46245,49409,46452,1,injection
25-Apr-19, 09:18:57 ,62464,23791,25797,23869,1,injection
25-Apr-19, 09:18:59 ,1446,55836,28637,38562,1,injection
25-Apr-19, 09:19:00 ,40920,38736,27076,42827,1,injection
25-Apr-19, 09:19:01 ,8679,62758,5620,25758,1,injection
25-Apr-19, 09:19:01 ,33731,27777,27440,8819,1,injection
25-Apr-19, 09:19:02 ,55235,13440,45496,47810,1,injection
25-Apr-19, 09:19:04 ,47951,41195,45946,34570,1,injection
25-Apr-19, 09:19:05 ,32889,43841,46927,50598,1,injection
25-Apr-19, 09:19:06 ,3286,64930,46435,59179,1,injection
25-Apr-19, 09:19:06 ,21651,18771,7326,24598,1,injection
25-Apr-19, 09:19:07 ,40331,13322,35045,1082,1,injection
25-Apr-19, 09:19:09 ,617,46969,27128,58902,1,injection
25-Apr-19, 09:19:10 ,44930,41813,32578,47520,1,injection
25-Apr-19, 09:19:12 ,1986,36377,25070,52840,1,injection
25-Apr-19, 09:19:14 ,54289,15422,51549,31888,1,injection
25-Apr-19, 09:19:15 ,30548,60210,34227,52268,1,injection
25-Apr-19, 09:19:16 ,14326,7159,32217,469,1,injection
25-Apr-19, 09:19:16 ,8548,27110,8193,24315,1,injection
25-Apr-19, 09:19:17 ,185,46945,48982,40734,1,injection
25-Apr-19, 09:19:19 ,23885,28452,61898,31286,1,injection
25-Apr-19, 09:19:20 ,24902,63659,14827,52384,1,injection
25-Apr-19, 09:19:21 ,26677,62600,31651,28648,1,injection
25-Apr-19, 09:19:21 ,23400,13346,47688,1111,1,injection
25-Apr-19, 09:19:22 ,41131,27064,24486,5713,1,injection
25-Apr-19, 09:19:24 ,11986,46273,43627,25103,1,injection
25-Apr-19, 09:19:25 ,41695,42735,29929,32770,1,injection
25-Apr-19, 09:19:26 ,60444,60753,63152,43488,1,injection
25-Apr-19, 09:19:26 ,8513,63360,22855,41877,1,injection
25-Apr-19, 09:19:27 ,20952,44439,10486,63113,1,injection
25-Apr-19, 09:19:29 ,8656,26941,36103,60450,1,injection
25-Apr-19, 09:19:30 ,52419,3053,33793,4298,1,injection
25-Apr-19, 09:19:31 ,65501,36509,10454,48669,1,injection
25-Apr-19, 09:19:31 ,27528,25485,65037,47833,1,injection
25-Apr-19, 09:19:32 ,16042,64314,31886,18069,1,injection
25-Apr-19, 09:19:34 ,4656,2198,53602,51841,1,injection
25-Apr-19, 09:19:35 ,53274,6952,18752,50203,1,injection
25-Apr-19, 09:19:37 ,2030,18818,5015,13650,1,injection
25-Apr-19, 09:19:39 ,52249,49673,7267,2740,1,injection
25-Apr-19, 09:19:40 ,61269,23748,6833,41142,1,injection
25-Apr-19, 09:19:41 ,21038,10992,1146,48675,1,injection
25-Apr-19, 09:19:41 ,10679,51709,45909,64036,1,injection
25-Apr-19, 09:19:42 ,27387,60413,21667,17749,1,injection
25-Apr-19, 09:19:44 ,3472,59402,43110,29725,1,injection
25-Apr-19, 09:19:45 ,23061,23188,29623,60909,1,injection
25-Apr-19, 09:19:46 ,28520,39942,32802,60648,1,injection
25-Apr-19, 09:19:46 ,32033,45042,58296,63270,1,injection
25-Apr-19, 09:19:47 ,5937,40353,63880,47069,1,injection
25-Apr-19, 09:19:51 ,41187,12001,56887,18278,1,injection
25-Apr-19, 09:19:51 ,36576,47372,65385,30776,1,injection
25-Apr-19, 09:19:52 ,10070,47070,18770,61374,1,injection
25-Apr-19, 09:19:54 ,1838,3906,10414,39167,1,injection
25-Apr-19, 09:19:55 ,64872,41222,3586,58931,1,injection
25-Apr-19, 09:19:56 ,6863,59041,48081,59309,1,injection
25-Apr-19, 09:19:56 ,56622,51573,64093,63756,1,injection
25-Apr-19, 09:19:57 ,24992,39199,1556,2960,1,injection
25-Apr-19, 09:19:59 ,56840,287,38358,9473,1,injection
25-Apr-19, 09:20:00 ,30508,62865,49167,43275,1,injection
25-Apr-19, 09:20:01 ,7190,48994,57835,36792,1,injection
25-Apr-19, 09:20:01 ,55197,4104,60276,59156,1,injection
25-Apr-19, 09:20:02 ,17146,17746,62048,62460,1,injection
25-Apr-19, 09:20:04 ,8332,58520,20953,27392,1,injection
25-Apr-19, 09:20:05 ,55237,38252,40440,39593,1,injection
25-Apr-19, 09:20:06 ,57838,7902,1525,21087,1,injection
25-Apr-19, 09:20:06 ,41269,4504,44053,7141,1,injection
25-Apr-19, 09:20:07 ,58739,57752,5180,6840,1,injection
25-Apr-19, 09:20:09 ,22651,9647,58450,52907,1,injection
25-Apr-19, 09:20:10 ,21329,60491,51884,2473,1,injection
25-Apr-19, 09:20:11 ,42055,6846,26336,37193,1,injection
25-Apr-19, 09:20:11 ,37913,29437,63788,7447,1,injection
25-Apr-19, 09:20:12 ,23552,30599,14388,20861,1,injection
25-Apr-19, 09:20:14 ,48256,41624,27770,36009,1,injection
25-Apr-19, 09:20:15 ,353,1572,1541,57177,1,injection
25-Apr-19, 09:20:17 ,60010,14625,29502,47907,1,injection
25-Apr-19, 09:20:19 ,18507,61201,44650,14149,1,injection
25-Apr-19, 09:20:20 ,61397,54616,4065,53750,1,injection
25-Apr-19, 09:20:21 ,60293,37063,5824,13920,1,injection
25-Apr-19, 09:20:21 ,36770,6913,654,38706,1,injection
25-Apr-19, 09:20:22 ,29455,42339,51303,48081,1,injection
25-Apr-19, 09:20:24 ,37229,16968,60120,25288,1,injection
25-Apr-19, 09:20:25 ,4176,44105,63409,51721,1,injection
25-Apr-19, 09:20:26 ,25896,65328,28541,28480,1,injection
25-Apr-19, 09:20:26 ,54157,23899,4229,21291,1,injection
25-Apr-19, 09:20:27 ,22020,10243,36513,57409,1,injection
25-Apr-19, 09:20:29 ,33096,7237,26122,40325,1,injection
25-Apr-19, 09:20:30 ,52017,36606,6266,8199,1,injection
25-Apr-19, 09:20:31 ,49061,1766,22157,65355,1,injection
25-Apr-19, 09:20:31 ,52804,6009,20880,61929,1,injection
25-Apr-19, 09:20:32 ,40994,22732,51197,65451,1,injection
25-Apr-19, 09:20:34 ,16519,13405,36831,52364,1,injection
25-Apr-19, 09:20:35 ,28683,21223,5502,2318,1,injection
25-Apr-19, 09:20:36 ,41479,59645,34067,32402,1,injection
25-Apr-19, 09:20:36 ,19002,55917,21945,28861,1,injection
25-Apr-19, 09:20:37 ,43610,51667,28124,27467,1,injection
25-Apr-19, 09:20:39 ,30650,10211,64610,31761,1,injection
25-Apr-19, 09:20:40 ,125,48168,28669,8517,1,injection
25-Apr-19, 09:20:41 ,10952,25838,33350,60240,1,injection
25-Apr-19, 09:20:41 ,54135,18429,32096,35054,1,injection
25-Apr-19, 09:20:42 ,53956,13893,9681,54316,1,injection
25-Apr-19, 09:20:44 ,20543,15361,34073,24191,1,injection
25-Apr-19, 09:20:45 ,9215,54062,57781,5268,1,injection
25-Apr-19, 09:20:46 ,56828,34303,57437,2008,1,injection
25-Apr-19, 09:20:46 ,62247,53548,4683,23556,1,injection
25-Apr-19, 09:20:47 ,31638,45714,24683,7663,1,injection
25-Apr-19, 09:20:49 ,39144,27483,56167,49000,1,injection
25-Apr-19, 09:20:50 ,5597,40480,24451,13045,1,injection
25-Apr-19, 09:20:51 ,39043,18293,55240,28912,1,injection
25-Apr-19, 09:20:51 ,6422,6815,64674,54330,1,injection
25-Apr-19, 09:20:52 ,26077,13119,9315,42239,1,injection
25-Apr-19, 09:20:54 ,20601,55437,17491,9988,1,injection
25-Apr-19, 09:20:56 ,39842,55857,22063,48074,1,injection
25-Apr-19, 09:20:56 ,45488,59388,13358,12064,1,injection
25-Apr-19, 09:20:56 ,58396,20661,3277,13959,1,injection
25-Apr-19, 09:20:57 ,49636,63954,18459,24759,1,injection
25-Apr-19, 09:20:59 ,40740,9189,16852,22334,1,injection
25-Apr-19, 09:21:01 ,53498,5546,16166,63564,1,injection
25-Apr-19, 09:21:01 ,12214,64371,19529,15913,1,injection
25-Apr-19, 09:21:01 ,18837,26582,54185,58799,1,injection
25-Apr-19, 09:21:02 ,50608,59311,20000,6928,1,injection
25-Apr-19, 09:21:04 ,55015,22322,12643,34450,1,injection
25-Apr-19, 09:21:06 ,35404,20560,25228,37357,1,injection
25-Apr-19, 09:21:06 ,53118,35693,11133,7960,1,injection
25-Apr-19, 09:21:06 ,33565,12183,47305,64651,1,injection
25-Apr-19, 09:21:07 ,63816,57399,49917,41183,1,injection
25-Apr-19, 09:21:09 ,32582,30960,29670,20325,1,injection
25-Apr-19, 09:21:11 ,25144,23503,27752,57165,1,injection
25-Apr-19, 09:21:11 ,50240,36897,24841,3093,1,injection
25-Apr-19, 09:21:11 ,28971,47835,61624,18165,1,injection
25-Apr-19, 09:21:12 ,38982,21931,54445,9002,1,injection
25-Apr-19, 09:21:14 ,23992,64119,11577,27662,1,injection
25-Apr-19, 09:21:16 ,52194,63533,53890,60562,1,injection
25-Apr-19, 09:21:16 ,24162,34321,23402,51548,1,injection
25-Apr-19, 09:21:16 ,10431,65069,29187,59166,1,injection
25-Apr-19, 09:21:17 ,42770,32652,8303,19072,1,injection
25-Apr-19, 09:21:19 ,62317,17814,21756,16286,1,injection
25-Apr-19, 09:21:21 ,46747,40113,40356,30422,1,injection
25-Apr-19, 09:21:21 ,49132,44132,51410,16422,1,injection
25-Apr-19, 09:21:21 ,46483,16372,35408,7879,1,injection
25-Apr-19, 09:21:22 ,2809,52974,55790,442,1,injection
25-Apr-19, 09:21:24 ,61818,38128,29679,36620,1,injection
25-Apr-19, 09:21:26 ,42507,31085,39296,60364,1,injection
25-Apr-19, 09:21:26 ,56045,2242,20793,31297,1,injection
25-Apr-19, 09:21:26 ,17643,57980,2486,3086,1,injection
25-Apr-19, 09:21:27 ,63411,51990,8085,47418,1,injection
25-Apr-19, 09:21:29 ,63467,46947,49705,54097,1,injection
25-Apr-19, 09:21:31 ,29587,64671,4003,33064,1,injection
25-Apr-19, 09:21:31 ,6266,5850,64347,52200,1,injection
25-Apr-19, 09:21:31 ,25445,27374,326,34184,1,injection
25-Apr-19, 09:21:32 ,14432,39304,59331,36846,1,injection
25-Apr-19, 09:21:34 ,30850,51321,11864,35112,1,injection
25-Apr-19, 09:21:36 ,64106,29764,65008,6623,1,injection
25-Apr-19, 09:21:36 ,7484,34447,28298,43274,1,injection
25-Apr-19, 09:21:36 ,36149,11387,9767,64574,1,injection
25-Apr-19, 09:21:37 ,27977,13180,26969,19275,1,injection
25-Apr-19, 09:21:39 ,32348,61618,30889,45108,1,injection
25-Apr-19, 09:21:42 ,23457,59498,38306,21309,1,injection
25-Apr-19, 09:21:44 ,14747,4831,48725,16781,1,injection
25-Apr-19, 09:21:46 ,63510,16601,47597,27446,1,injection
25-Apr-19, 09:21:46 ,28129,33429,19815,47989,1,injection
25-Apr-19, 09:21:46 ,32340,59689,52643,32737,1,injection
25-Apr-19, 09:21:47 ,29330,47519,45938,55972,1,injection
25-Apr-19, 09:21:49 ,13466,1685,29953,35597,1,injection
25-Apr-19, 09:21:51 ,50482,55826,43243,11265,1,injection
25-Apr-19, 09:21:51 ,23841,54874,34054,35260,1,injection
25-Apr-19, 09:21:51 ,1228,20148,8356,58343,1,injection
25-Apr-19, 09:21:52 ,26316,26744,56290,26412,1,injection
25-Apr-19, 09:21:54 ,16352,32900,31855,35966,1,injection
25-Apr-19, 09:21:56 ,43510,9820,55158,15048,1,injection
25-Apr-19, 09:21:56 ,27663,33343,51571,61368,1,injection
25-Apr-19, 09:21:56 ,39964,52858,9026,11549,1,injection
25-Apr-19, 09:21:57 ,21338,42447,6042,55480,1,injection
25-Apr-19, 09:22:01 ,5541,35382,61193,51136,1,injection
25-Apr-19, 09:22:01 ,20304,43562,43321,21388,1,injection
25-Apr-19, 09:22:01 ,60055,364,38119,58120,1,injection
25-Apr-19, 09:22:02 ,35732,52003,47782,63935,1,injection
25-Apr-19, 09:22:04 ,15307,7479,5437,1852,1,injection
25-Apr-19, 09:22:06 ,18631,21188,16514,13510,1,injection
25-Apr-19, 09:22:06 ,44152,43143,62224,60755,1,injection
25-Apr-19, 09:22:06 ,28863,17739,55002,28578,1,injection
25-Apr-19, 09:22:07 ,49308,30464,6014,5671,1,injection
25-Apr-19, 09:22:09 ,9328,55743,19388,25407,1,injection
25-Apr-19, 09:22:11 ,7411,33966,42436,46808,1,injection
