date,time,latitude,longitude,label,type
25-Apr-19, 18:40:22 ,41754,60107,1,ddos
25-Apr-19, 18:40:25 ,29942,57793,1,ddos
25-Apr-19, 18:40:27 ,43240,20336,1,ddos
25-Apr-19, 18:40:30 ,57406,60133,1,ddos
25-Apr-19, 18:40:35 ,40182,62665,1,ddos
25-Apr-19, 18:40:37 ,18446,51965,1,ddos
25-Apr-19, 18:40:40 ,24392,47585,1,ddos
25-Apr-19, 18:40:42 ,13441,59429,1,ddos
25-Apr-19, 18:40:45 ,25211,1490,1,ddos
25-Apr-19, 18:40:48 ,20459,41670,1,ddos
25-Apr-19, 18:40:53 ,22936,47409,1,ddos
25-Apr-19, 18:40:55 ,28631,27310,1,ddos
25-Apr-19, 18:40:58 ,40692,37995,1,ddos
25-Apr-19, 18:41:00 ,8166,6933,1,ddos
25-Apr-19, 18:41:03 ,40259,62674,1,ddos
25-Apr-19, 18:41:05 ,24342,42626,1,ddos
25-Apr-19, 18:41:10 ,30464,48768,1,ddos
25-Apr-19, 18:41:13 ,7365,12455,1,ddos
25-Apr-19, 18:41:15 ,38019,12806,1,ddos
25-Apr-19, 18:41:18 ,61981,64665,1,ddos
25-Apr-19, 18:41:21 ,5976,62075,1,ddos
25-Apr-19, 18:41:23 ,30596,26212,1,ddos
25-Apr-19, 18:41:28 ,45709,56113,1,ddos
25-Apr-19, 18:41:31 ,11034,14230,1,ddos
25-Apr-19, 18:41:33 ,45404,29304,1,ddos
25-Apr-19, 18:41:36 ,57147,43689,1,ddos
25-Apr-19, 18:41:38 ,49205,53846,1,ddos
25-Apr-19, 18:41:41 ,37738,18029,1,ddos
25-Apr-19, 18:41:43 ,476,65473,1,ddos
25-Apr-19, 18:41:46 ,25717,58692,1,ddos
25-Apr-19, 18:41:48 ,56827,37094,1,ddos
25-Apr-19, 18:41:51 ,43512,32981,1,ddos
25-Apr-19, 18:41:53 ,53113,38468,1,ddos
25-Apr-19, 18:41:56 ,11996,1856,1,ddos
25-Apr-19, 18:41:58 ,2214,27648,1,ddos
25-Apr-19, 18:42:01 ,59890,45193,1,ddos
25-Apr-19, 18:42:06 ,45365,58807,1,ddos
25-Apr-19, 18:42:11 ,6667,38041,1,ddos
25-Apr-19, 18:42:13 ,26749,29007,1,ddos
25-Apr-19, 18:42:16 ,29752,14776,1,ddos
25-Apr-19, 18:42:18 ,54572,37704,1,ddos
25-Apr-19, 18:42:21 ,28962,20180,1,ddos
25-Apr-19, 18:42:23 ,28975,43407,1,ddos
25-Apr-19, 18:42:28 ,5583,63939,1,ddos
25-Apr-19, 18:42:31 ,59427,19941,1,ddos
25-Apr-19, 18:42:33 ,34842,17086,1,ddos
25-Apr-19, 18:42:36 ,36586,1386,1,ddos
25-Apr-19, 18:42:38 ,27752,18517,1,ddos
25-Apr-19, 18:42:41 ,32874,55035,1,ddos
25-Apr-19, 18:42:43 ,47162,5315,1,ddos
25-Apr-19, 18:42:46 ,59575,20806,1,ddos
25-Apr-19, 18:42:48 ,11970,32635,1,ddos
25-Apr-19, 18:42:51 ,13336,24744,1,ddos
25-Apr-19, 18:42:53 ,26590,48247,1,ddos
25-Apr-19, 18:42:58 ,28920,11784,1,ddos
25-Apr-19, 18:43:01 ,8606,57011,1,ddos
25-Apr-19, 18:43:03 ,31110,54366,1,ddos
25-Apr-19, 18:43:06 ,2290,30586,1,ddos
25-Apr-19, 18:43:11 ,60323,12249,1,ddos
25-Apr-19, 18:43:13 ,62292,52817,1,ddos
25-Apr-19, 18:43:16 ,25885,63671,1,ddos
25-Apr-19, 18:43:18 ,40601,30805,1,ddos
25-Apr-19, 18:43:21 ,16927,45760,1,ddos
25-Apr-19, 18:43:23 ,54834,12127,1,ddos
25-Apr-19, 18:43:28 ,45957,39810,1,ddos
25-Apr-19, 18:43:31 ,24242,63956,1,ddos
25-Apr-19, 18:43:33 ,19086,32372,1,ddos
25-Apr-19, 18:43:36 ,32489,56429,1,ddos
25-Apr-19, 18:43:41 ,29240,46579,1,ddos
25-Apr-19, 18:43:43 ,11033,55289,1,ddos
25-Apr-19, 18:43:46 ,20770,16934,1,ddos
25-Apr-19, 18:43:48 ,14345,51190,1,ddos
25-Apr-19, 18:43:51 ,46070,42911,1,ddos
25-Apr-19, 18:43:53 ,16287,406,1,ddos
25-Apr-19, 18:43:58 ,13190,40949,1,ddos
25-Apr-19, 18:44:01 ,11334,15530,1,ddos
25-Apr-19, 18:44:03 ,13834,54916,1,ddos
25-Apr-19, 18:44:06 ,244,2163,1,ddos
25-Apr-19, 18:44:11 ,55347,23545,1,ddos
25-Apr-19, 18:44:13 ,42476,13914,1,ddos
25-Apr-19, 18:44:16 ,41554,62678,1,ddos
25-Apr-19, 18:44:18 ,1964,41192,1,ddos
25-Apr-19, 18:44:21 ,23713,4275,1,ddos
25-Apr-19, 18:44:23 ,1797,64699,1,ddos
25-Apr-19, 18:44:26 ,39825,56695,1,ddos
25-Apr-19, 18:44:28 ,9208,47411,1,ddos
25-Apr-19, 18:44:31 ,30523,36262,1,ddos
25-Apr-19, 18:44:33 ,7108,19765,1,ddos
25-Apr-19, 18:44:36 ,64148,58160,1,ddos
25-Apr-19, 18:44:41 ,57190,14361,1,ddos
25-Apr-19, 18:44:43 ,48950,49086,1,ddos
25-Apr-19, 18:44:46 ,7876,12008,1,ddos
25-Apr-19, 18:44:48 ,45081,13754,1,ddos
25-Apr-19, 18:44:51 ,42359,47683,1,ddos
25-Apr-19, 18:44:53 ,58965,31858,1,ddos
25-Apr-19, 18:44:58 ,10516,40663,1,ddos
25-Apr-19, 18:45:01 ,26827,38856,1,ddos
25-Apr-19, 18:45:03 ,56401,42602,1,ddos
25-Apr-19, 18:45:06 ,34763,56954,1,ddos
25-Apr-19, 18:45:11 ,24648,60509,1,ddos
25-Apr-19, 18:45:13 ,27396,52241,1,ddos
25-Apr-19, 18:45:16 ,7553,27955,1,ddos
25-Apr-19, 18:45:18 ,27392,62675,1,ddos
25-Apr-19, 18:45:21 ,6265,7173,1,ddos
25-Apr-19, 18:45:23 ,54877,11503,1,ddos
25-Apr-19, 18:45:28 ,25327,10510,1,ddos
25-Apr-19, 18:45:31 ,43800,7122,1,ddos
25-Apr-19, 18:45:33 ,48041,53920,1,ddos
25-Apr-19, 18:45:36 ,34010,40966,1,ddos
25-Apr-19, 18:45:41 ,22323,37259,1,ddos
25-Apr-19, 18:45:43 ,5203,24410,1,ddos
25-Apr-19, 18:45:46 ,36314,60560,1,ddos
25-Apr-19, 18:45:48 ,57984,42598,1,ddos
25-Apr-19, 18:45:51 ,32163,49163,1,ddos
25-Apr-19, 18:45:53 ,13242,44876,1,ddos
25-Apr-19, 18:45:58 ,21885,26512,1,ddos
25-Apr-19, 18:46:01 ,45870,31041,1,ddos
25-Apr-19, 18:46:03 ,39164,33764,1,ddos
25-Apr-19, 18:46:06 ,54837,43774,1,ddos
25-Apr-19, 18:46:11 ,601,21488,1,ddos
25-Apr-19, 18:46:13 ,41423,62615,1,ddos
25-Apr-19, 18:46:16 ,20550,64509,1,ddos
25-Apr-19, 18:46:19 ,47094,12009,1,ddos
25-Apr-19, 18:46:21 ,631,20321,1,ddos
25-Apr-19, 18:46:24 ,367,46033,1,ddos
25-Apr-19, 18:46:29 ,48350,33022,1,ddos
25-Apr-19, 18:46:36 ,41303,29192,1,ddos
25-Apr-19, 18:46:39 ,43592,1173,1,ddos
25-Apr-19, 18:46:41 ,349,34507,1,ddos
25-Apr-19, 18:46:44 ,22510,19119,1,ddos
25-Apr-19, 18:46:46 ,37217,5928,1,ddos
25-Apr-19, 18:46:49 ,52158,58463,1,ddos
25-Apr-19, 18:46:51 ,18328,44163,1,ddos
25-Apr-19, 18:46:54 ,31405,40057,1,ddos
25-Apr-19, 18:46:59 ,4428,59721,1,ddos
25-Apr-19, 18:47:01 ,33550,9756,1,ddos
25-Apr-19, 18:47:04 ,51697,21583,1,ddos
25-Apr-19, 18:47:06 ,51039,3726,1,ddos
25-Apr-19, 18:47:09 ,50359,63647,1,ddos
25-Apr-19, 18:47:11 ,34016,34689,1,ddos
25-Apr-19, 18:47:16 ,51249,11293,1,ddos
25-Apr-19, 18:47:19 ,50526,33816,1,ddos
25-Apr-19, 18:47:21 ,28238,3805,1,ddos
25-Apr-19, 18:47:24 ,16080,19148,1,ddos
25-Apr-19, 18:47:29 ,46738,3870,1,ddos
25-Apr-19, 18:47:31 ,9131,5617,1,ddos
25-Apr-19, 18:47:34 ,11776,50995,1,ddos
25-Apr-19, 18:47:36 ,54921,16022,1,ddos
25-Apr-19, 18:47:39 ,54837,36870,1,ddos
25-Apr-19, 18:47:41 ,39883,37508,1,ddos
25-Apr-19, 18:47:46 ,40958,8737,1,ddos
25-Apr-19, 18:47:49 ,32881,9052,1,ddos
25-Apr-19, 18:47:52 ,51663,31521,1,ddos
25-Apr-19, 18:47:54 ,16917,25393,1,ddos
25-Apr-19, 18:47:57 ,29240,43172,1,ddos
25-Apr-19, 18:47:59 ,24771,15712,1,ddos
25-Apr-19, 18:48:04 ,59589,61362,1,ddos
25-Apr-19, 18:48:07 ,45862,46683,1,ddos
25-Apr-19, 18:48:09 ,11094,35738,1,ddos
25-Apr-19, 18:48:12 ,37325,47021,1,ddos
25-Apr-19, 18:48:17 ,17708,18459,1,ddos
25-Apr-19, 18:48:19 ,10819,17606,1,ddos
25-Apr-19, 18:48:22 ,55884,14203,1,ddos
25-Apr-19, 18:48:24 ,27145,50019,1,ddos
25-Apr-19, 18:48:27 ,2880,48774,1,ddos
25-Apr-19, 18:48:29 ,57531,7928,1,ddos
25-Apr-19, 18:48:32 ,46615,32727,1,ddos
25-Apr-19, 18:48:34 ,11753,15802,1,ddos
25-Apr-19, 18:48:37 ,50609,10773,1,ddos
25-Apr-19, 18:48:39 ,26024,12536,1,ddos
25-Apr-19, 18:48:42 ,57150,62749,1,ddos
25-Apr-19, 18:48:47 ,16663,54702,1,ddos
25-Apr-19, 18:48:49 ,63130,23366,1,ddos
25-Apr-19, 18:48:52 ,42512,41814,1,ddos
25-Apr-19, 18:48:54 ,11943,26351,1,ddos
25-Apr-19, 18:48:57 ,51778,28410,1,ddos
25-Apr-19, 18:48:59 ,27292,44839,1,ddos
25-Apr-19, 18:49:04 ,10532,38797,1,ddos
25-Apr-19, 18:49:07 ,42629,61328,1,ddos
25-Apr-19, 18:49:09 ,60427,11201,1,ddos
25-Apr-19, 18:49:12 ,8281,25093,1,ddos
25-Apr-19, 18:49:17 ,26308,36720,1,ddos
25-Apr-19, 18:49:19 ,5461,22891,1,ddos
25-Apr-19, 18:49:22 ,57558,59983,1,ddos
25-Apr-19, 18:49:27 ,24851,24543,1,ddos
25-Apr-19, 18:49:29 ,22579,19348,1,ddos
25-Apr-19, 18:49:34 ,55723,11076,1,ddos
25-Apr-19, 18:49:37 ,10601,31646,1,ddos
25-Apr-19, 18:49:39 ,29101,11553,1,ddos
25-Apr-19, 18:49:42 ,24348,33984,1,ddos
25-Apr-19, 18:49:47 ,57715,42210,1,ddos
25-Apr-19, 18:49:52 ,6348,31685,1,ddos
25-Apr-19, 18:49:54 ,1850,63801,1,ddos
25-Apr-19, 18:49:57 ,60719,7483,1,ddos
25-Apr-19, 18:49:59 ,60070,4701,1,ddos
25-Apr-19, 18:50:04 ,5262,13838,1,ddos
25-Apr-19, 18:50:07 ,34362,8462,1,ddos
25-Apr-19, 18:50:09 ,3094,36885,1,ddos
25-Apr-19, 18:50:12 ,31150,53702,1,ddos
25-Apr-19, 18:50:17 ,42483,50171,1,ddos
25-Apr-19, 18:50:19 ,29257,50988,1,ddos
25-Apr-19, 18:50:22 ,9325,60841,1,ddos
25-Apr-19, 18:50:24 ,19886,64099,1,ddos
25-Apr-19, 18:50:27 ,35946,43389,1,ddos
25-Apr-19, 18:50:29 ,3645,13680,1,ddos
25-Apr-19, 18:50:34 ,18663,44932,1,ddos
25-Apr-19, 18:50:37 ,37659,61382,1,ddos
25-Apr-19, 18:50:39 ,8082,56103,1,ddos
25-Apr-19, 18:50:42 ,54360,7970,1,ddos
25-Apr-19, 18:50:47 ,63981,15558,1,ddos
25-Apr-19, 18:50:49 ,1282,45611,1,ddos
25-Apr-19, 18:50:52 ,53506,56021,1,ddos
25-Apr-19, 18:50:54 ,48981,60073,1,ddos
25-Apr-19, 18:50:57 ,1018,16096,1,ddos
25-Apr-19, 18:50:59 ,42452,34049,1,ddos
25-Apr-19, 18:51:04 ,34606,44825,1,ddos
25-Apr-19, 18:51:07 ,60624,26263,1,ddos
25-Apr-19, 18:51:09 ,15044,42850,1,ddos
25-Apr-19, 18:51:12 ,64341,50505,1,ddos
25-Apr-19, 18:51:17 ,45159,53619,1,ddos
25-Apr-19, 18:51:19 ,60935,53852,1,ddos
25-Apr-19, 18:51:22 ,11320,8875,1,ddos
25-Apr-19, 18:51:25 ,21521,62295,1,ddos
25-Apr-19, 18:51:27 ,35348,62942,1,ddos
25-Apr-19, 18:51:30 ,54566,4582,1,ddos
25-Apr-19, 18:51:35 ,39202,60601,1,ddos
25-Apr-19, 18:51:37 ,62533,12702,1,ddos
25-Apr-19, 18:51:40 ,47939,8456,1,ddos
25-Apr-19, 18:51:42 ,33242,51306,1,ddos
25-Apr-19, 18:51:45 ,6360,43961,1,ddos
25-Apr-19, 18:51:47 ,14403,44147,1,ddos
25-Apr-19, 18:51:52 ,42975,35932,1,ddos
25-Apr-19, 18:51:55 ,58320,17682,1,ddos
25-Apr-19, 18:51:57 ,3184,5153,1,ddos
25-Apr-19, 18:52:00 ,27559,225,1,ddos
25-Apr-19, 18:52:05 ,54065,46178,1,ddos
25-Apr-19, 18:52:10 ,38024,39071,1,ddos
25-Apr-19, 18:52:12 ,1535,9645,1,ddos
25-Apr-19, 18:52:15 ,29495,53610,1,ddos
25-Apr-19, 18:52:17 ,34121,52422,1,ddos
25-Apr-19, 18:52:22 ,46392,30366,1,ddos
25-Apr-19, 18:52:25 ,39765,19218,1,ddos
25-Apr-19, 18:52:27 ,62371,43233,1,ddos
25-Apr-19, 18:52:30 ,23961,18791,1,ddos
25-Apr-19, 18:52:35 ,53452,34010,1,ddos
25-Apr-19, 18:52:37 ,14065,9881,1,ddos
25-Apr-19, 18:52:40 ,32101,62535,1,ddos
25-Apr-19, 18:52:42 ,44000,48845,1,ddos
25-Apr-19, 18:52:45 ,20078,53932,1,ddos
25-Apr-19, 18:52:47 ,13,41793,1,ddos
25-Apr-19, 18:52:52 ,20021,26253,1,ddos
25-Apr-19, 18:52:55 ,36641,10617,1,ddos
25-Apr-19, 18:52:57 ,23758,58402,1,ddos
25-Apr-19, 18:53:00 ,43807,11813,1,ddos
25-Apr-19, 18:53:05 ,26851,17513,1,ddos
25-Apr-19, 18:53:07 ,61997,46241,1,ddos
25-Apr-19, 18:53:10 ,10805,35440,1,ddos
25-Apr-19, 18:53:12 ,41781,64686,1,ddos
25-Apr-19, 18:53:15 ,51276,16433,1,ddos
25-Apr-19, 18:53:17 ,49481,1132,1,ddos
25-Apr-19, 18:53:22 ,22416,34812,1,ddos
25-Apr-19, 18:53:25 ,11236,58971,1,ddos
25-Apr-19, 18:53:27 ,22772,31863,1,ddos
25-Apr-19, 18:53:30 ,17570,1296,1,ddos
25-Apr-19, 18:53:35 ,22924,64196,1,ddos
25-Apr-19, 18:53:37 ,30751,1861,1,ddos
25-Apr-19, 18:53:40 ,9194,33920,1,ddos
25-Apr-19, 18:53:42 ,21297,62949,1,ddos
25-Apr-19, 18:53:45 ,40765,19725,1,ddos
25-Apr-19, 18:53:47 ,34762,64364,1,ddos
25-Apr-19, 18:53:50 ,54998,14511,1,ddos
25-Apr-19, 18:53:52 ,34342,30685,1,ddos
25-Apr-19, 18:53:55 ,49024,36760,1,ddos
25-Apr-19, 18:53:57 ,55220,6817,1,ddos
25-Apr-19, 18:54:00 ,19184,25279,1,ddos
25-Apr-19, 18:54:05 ,17968,5382,1,ddos
25-Apr-19, 18:54:07 ,57733,56202,1,ddos
25-Apr-19, 18:54:10 ,41604,16447,1,ddos
25-Apr-19, 18:54:12 ,22951,3984,1,ddos
25-Apr-19, 18:54:15 ,27964,49369,1,ddos
25-Apr-19, 18:54:17 ,26751,5800,1,ddos
25-Apr-19, 18:54:22 ,33743,38427,1,ddos
25-Apr-19, 18:54:25 ,23030,32983,1,ddos
25-Apr-19, 18:54:28 ,16041,32081,1,ddos
25-Apr-19, 18:54:30 ,18273,23874,1,ddos
25-Apr-19, 18:54:33 ,23413,64070,1,ddos
25-Apr-19, 18:54:35 ,13467,48689,1,ddos
25-Apr-19, 18:54:43 ,45748,55523,1,ddos
25-Apr-19, 18:54:45 ,40790,6713,1,ddos
25-Apr-19, 18:54:48 ,43505,13403,1,ddos
25-Apr-19, 18:54:53 ,62380,62750,1,ddos
25-Apr-19, 18:54:55 ,37400,12877,1,ddos
25-Apr-19, 18:54:58 ,48628,44983,1,ddos
25-Apr-19, 18:55:00 ,30051,65211,1,ddos
25-Apr-19, 18:55:03 ,37819,2563,1,ddos
25-Apr-19, 18:55:05 ,10585,16707,1,ddos
25-Apr-19, 18:55:10 ,8919,5607,1,ddos
25-Apr-19, 18:55:13 ,58048,36312,1,ddos
25-Apr-19, 18:55:15 ,55548,41538,1,ddos
25-Apr-19, 18:55:18 ,51993,6515,1,ddos
25-Apr-19, 18:55:23 ,11787,50889,1,ddos
25-Apr-19, 18:55:25 ,7659,54679,1,ddos
25-Apr-19, 18:55:28 ,27876,18931,1,ddos
25-Apr-19, 18:55:30 ,36200,51582,1,ddos
25-Apr-19, 18:55:35 ,53952,19480,1,ddos
25-Apr-19, 18:55:40 ,2297,17402,1,ddos
25-Apr-19, 18:55:43 ,6227,17880,1,ddos
25-Apr-19, 18:55:45 ,25759,61135,1,ddos
25-Apr-19, 18:55:48 ,9421,18420,1,ddos
25-Apr-19, 18:55:55 ,44346,34679,1,ddos
25-Apr-19, 18:55:58 ,47290,4909,1,ddos
25-Apr-19, 18:56:00 ,46065,7027,1,ddos
25-Apr-19, 18:56:03 ,12305,35353,1,ddos
25-Apr-19, 18:56:05 ,11008,9805,1,ddos
25-Apr-19, 18:56:10 ,52312,460,1,ddos
25-Apr-19, 18:56:13 ,19840,26119,1,ddos
25-Apr-19, 18:56:15 ,14404,48466,1,ddos
25-Apr-19, 18:56:18 ,38124,63623,1,ddos
25-Apr-19, 18:56:20 ,41628,55151,1,ddos
25-Apr-19, 18:56:23 ,23697,63908,1,ddos
25-Apr-19, 18:56:25 ,52014,6914,1,ddos
25-Apr-19, 18:56:28 ,50419,15265,1,ddos
25-Apr-19, 18:56:30 ,7637,17575,1,ddos
25-Apr-19, 18:56:33 ,41260,30996,1,ddos
25-Apr-19, 18:56:35 ,5198,10708,1,ddos
25-Apr-19, 18:56:38 ,63423,30831,1,ddos
25-Apr-19, 18:56:40 ,21670,36768,1,ddos
25-Apr-19, 18:56:43 ,22248,37239,1,ddos
25-Apr-19, 18:56:45 ,16492,62689,1,ddos
25-Apr-19, 18:56:48 ,61326,35924,1,ddos
25-Apr-19, 18:56:50 ,22951,12397,1,ddos
25-Apr-19, 18:56:53 ,41419,10672,1,ddos
25-Apr-19, 18:56:55 ,56942,61200,1,ddos
25-Apr-19, 18:56:58 ,10060,1798,1,ddos
25-Apr-19, 18:57:00 ,57610,33554,1,ddos
25-Apr-19, 18:57:03 ,28467,56774,1,ddos
25-Apr-19, 18:57:05 ,20178,17084,1,ddos
25-Apr-19, 18:57:10 ,14311,41127,1,ddos
25-Apr-19, 18:57:15 ,35873,51127,1,ddos
25-Apr-19, 18:57:18 ,34226,3551,1,ddos
25-Apr-19, 18:57:23 ,31762,22371,1,ddos
25-Apr-19, 18:57:28 ,36037,35077,1,ddos
25-Apr-19, 18:57:33 ,37785,21166,1,ddos
25-Apr-19, 18:57:35 ,3512,49003,1,ddos
25-Apr-19, 18:57:40 ,11834,54323,1,ddos
25-Apr-19, 18:57:43 ,11582,13903,1,ddos
25-Apr-19, 18:57:45 ,27000,14819,1,ddos
25-Apr-19, 18:57:48 ,4577,54833,1,ddos
25-Apr-19, 18:57:53 ,48172,9683,1,ddos
25-Apr-19, 18:57:55 ,29243,24600,1,ddos
25-Apr-19, 18:57:58 ,7925,15618,1,ddos
25-Apr-19, 18:58:00 ,50696,34135,1,ddos
25-Apr-19, 18:58:03 ,40126,11819,1,ddos
25-Apr-19, 18:58:05 ,51663,65061,1,ddos
25-Apr-19, 18:58:10 ,16139,17422,1,ddos
25-Apr-19, 18:58:13 ,34776,23471,1,ddos
25-Apr-19, 18:58:15 ,61373,22847,1,ddos
25-Apr-19, 18:58:18 ,19056,23919,1,ddos
25-Apr-19, 18:58:23 ,43999,53572,1,ddos
25-Apr-19, 18:58:25 ,21430,6502,1,ddos
25-Apr-19, 18:58:28 ,20966,20589,1,ddos
25-Apr-19, 18:58:30 ,10634,43209,1,ddos
