date,time,latitude,longitude,label,type
25-Apr-19, 18:39:45 ,120,136,1,ddos
25-Apr-19, 18:39:47 ,126,139,1,ddos
25-Apr-19, 18:39:52 ,126,139,1,ddos
25-Apr-19, 18:39:55 ,120,136,1,ddos
25-Apr-19, 18:39:57 ,126,139,1,ddos
25-Apr-19, 18:40:00 ,120,136,1,ddos
25-Apr-19, 18:40:05 ,120,136,1,ddos
25-Apr-19, 18:40:07 ,126,139,1,ddos
25-Apr-19, 18:40:10 ,121,136,1,ddos
25-Apr-19, 18:40:12 ,126,139,1,ddos
25-Apr-19, 18:40:15 ,121,136,1,ddos
25-Apr-19, 18:40:17 ,126,139,1,ddos
25-Apr-19, 18:40:22 ,126,140,1,ddos
25-Apr-19, 18:40:25 ,121,136,1,ddos
25-Apr-19, 18:40:27 ,126,140,1,ddos
25-Apr-19, 18:40:30 ,121,136,1,ddos
25-Apr-19, 18:40:35 ,121,136,1,ddos
25-Apr-19, 18:40:37 ,126,140,1,ddos
25-Apr-19, 18:40:40 ,121,136,1,ddos
25-Apr-19, 18:40:42 ,126,140,1,ddos
25-Apr-19, 18:40:45 ,121,136,1,ddos
25-Apr-19, 18:40:48 ,126,140,1,ddos
25-Apr-19, 18:40:53 ,127,140,1,ddos
25-Apr-19, 18:40:55 ,121,136,1,ddos
25-Apr-19, 18:40:58 ,127,140,1,ddos
25-Apr-19, 18:41:00 ,121,136,1,ddos
25-Apr-19, 18:41:03 ,127,140,1,ddos
25-Apr-19, 18:41:05 ,121,137,1,ddos
25-Apr-19, 18:41:10 ,121,137,1,ddos
25-Apr-19, 18:41:13 ,127,140,1,ddos
25-Apr-19, 18:41:15 ,121,137,1,ddos
25-Apr-19, 18:41:18 ,127,140,1,ddos
25-Apr-19, 18:41:21 ,121,137,1,ddos
25-Apr-19, 18:41:23 ,127,140,1,ddos
25-Apr-19, 18:41:28 ,127,140,1,ddos
25-Apr-19, 18:41:31 ,121,137,1,ddos
25-Apr-19, 18:41:33 ,127,140,1,ddos
25-Apr-19, 18:41:36 ,121,137,1,ddos
25-Apr-19, 18:41:38 ,127,140,1,ddos
25-Apr-19, 18:41:41 ,121,137,1,ddos
25-Apr-19, 18:41:43 ,127,140,1,ddos
25-Apr-19, 18:41:46 ,121,137,1,ddos
25-Apr-19, 18:41:48 ,127,140,1,ddos
25-Apr-19, 18:41:51 ,121,137,1,ddos
25-Apr-19, 18:41:53 ,127,140,1,ddos
25-Apr-19, 18:41:56 ,121,137,1,ddos
25-Apr-19, 18:41:58 ,127,141,1,ddos
25-Apr-19, 18:42:01 ,121,137,1,ddos
25-Apr-19, 18:42:06 ,122,137,1,ddos
25-Apr-19, 18:42:11 ,122,137,1,ddos
25-Apr-19, 18:42:13 ,127,141,1,ddos
25-Apr-19, 18:42:16 ,122,137,1,ddos
25-Apr-19, 18:42:18 ,127,141,1,ddos
25-Apr-19, 18:42:21 ,122,137,1,ddos
25-Apr-19, 18:42:23 ,127,141,1,ddos
25-Apr-19, 18:42:28 ,127,141,1,ddos
25-Apr-19, 18:42:31 ,122,137,1,ddos
25-Apr-19, 18:42:33 ,127,141,1,ddos
25-Apr-19, 18:42:36 ,122,138,1,ddos
25-Apr-19, 18:42:38 ,127,141,1,ddos
25-Apr-19, 18:42:41 ,122,138,1,ddos
25-Apr-19, 18:42:43 ,127,141,1,ddos
25-Apr-19, 18:42:46 ,122,138,1,ddos
25-Apr-19, 18:42:48 ,127,141,1,ddos
25-Apr-19, 18:42:51 ,122,138,1,ddos
25-Apr-19, 18:42:53 ,128,141,1,ddos
25-Apr-19, 18:42:58 ,128,141,1,ddos
25-Apr-19, 18:43:01 ,122,138,1,ddos
25-Apr-19, 18:43:03 ,128,141,1,ddos
25-Apr-19, 18:43:06 ,122,138,1,ddos
25-Apr-19, 18:43:11 ,122,138,1,ddos
25-Apr-19, 18:43:13 ,128,141,1,ddos
25-Apr-19, 18:43:16 ,122,138,1,ddos
25-Apr-19, 18:43:18 ,128,141,1,ddos
25-Apr-19, 18:43:21 ,122,138,1,ddos
25-Apr-19, 18:43:23 ,128,142,1,ddos
25-Apr-19, 18:43:28 ,128,142,1,ddos
25-Apr-19, 18:43:31 ,122,138,1,ddos
25-Apr-19, 18:43:33 ,128,142,1,ddos
25-Apr-19, 18:43:36 ,122,138,1,ddos
25-Apr-19, 18:43:41 ,123,138,1,ddos
25-Apr-19, 18:43:43 ,128,142,1,ddos
25-Apr-19, 18:43:46 ,123,138,1,ddos
25-Apr-19, 18:43:48 ,128,142,1,ddos
25-Apr-19, 18:43:51 ,123,138,1,ddos
25-Apr-19, 18:43:53 ,128,142,1,ddos
25-Apr-19, 18:43:58 ,128,142,1,ddos
25-Apr-19, 18:44:01 ,123,138,1,ddos
25-Apr-19, 18:44:03 ,128,142,1,ddos
25-Apr-19, 18:44:06 ,123,138,1,ddos
25-Apr-19, 18:44:11 ,123,138,1,ddos
25-Apr-19, 18:44:13 ,128,142,1,ddos
25-Apr-19, 18:44:16 ,123,139,1,ddos
25-Apr-19, 18:44:18 ,128,142,1,ddos
25-Apr-19, 18:44:21 ,123,139,1,ddos
25-Apr-19, 18:44:23 ,129,142,1,ddos
25-Apr-19, 18:44:26 ,123,139,1,ddos
25-Apr-19, 18:44:28 ,129,142,1,ddos
25-Apr-19, 18:44:31 ,123,139,1,ddos
25-Apr-19, 18:44:33 ,129,142,1,ddos
25-Apr-19, 18:44:36 ,123,139,1,ddos
25-Apr-19, 18:44:41 ,123,139,1,ddos
25-Apr-19, 18:44:43 ,129,142,1,ddos
25-Apr-19, 18:44:46 ,123,139,1,ddos
25-Apr-19, 18:44:48 ,129,142,1,ddos
25-Apr-19, 18:44:51 ,123,139,1,ddos
25-Apr-19, 18:44:53 ,129,142,1,ddos
25-Apr-19, 18:44:58 ,129,143,1,ddos
25-Apr-19, 18:45:01 ,123,139,1,ddos
25-Apr-19, 18:45:03 ,129,143,1,ddos
25-Apr-19, 18:45:06 ,123,139,1,ddos
25-Apr-19, 18:45:11 ,123,139,1,ddos
25-Apr-19, 18:45:13 ,129,143,1,ddos
25-Apr-19, 18:45:16 ,123,139,1,ddos
25-Apr-19, 18:45:18 ,129,143,1,ddos
25-Apr-19, 18:45:21 ,124,139,1,ddos
25-Apr-19, 18:45:23 ,129,143,1,ddos
25-Apr-19, 18:45:28 ,129,143,1,ddos
25-Apr-19, 18:45:31 ,124,139,1,ddos
25-Apr-19, 18:45:33 ,130,143,1,ddos
25-Apr-19, 18:45:36 ,124,139,1,ddos
25-Apr-19, 18:45:41 ,124,140,1,ddos
25-Apr-19, 18:45:43 ,130,143,1,ddos
25-Apr-19, 18:45:46 ,124,140,1,ddos
25-Apr-19, 18:45:48 ,130,143,1,ddos
25-Apr-19, 18:45:51 ,124,140,1,ddos
25-Apr-19, 18:45:53 ,130,143,1,ddos
25-Apr-19, 18:45:58 ,130,143,1,ddos
25-Apr-19, 18:46:01 ,124,140,1,ddos
25-Apr-19, 18:46:03 ,130,143,1,ddos
25-Apr-19, 18:46:06 ,124,140,1,ddos
25-Apr-19, 18:46:11 ,124,140,1,ddos
25-Apr-19, 18:46:13 ,130,143,1,ddos
25-Apr-19, 18:46:16 ,124,140,1,ddos
25-Apr-19, 18:46:19 ,130,144,1,ddos
25-Apr-19, 18:46:21 ,124,140,1,ddos
25-Apr-19, 18:46:24 ,130,144,1,ddos
25-Apr-19, 18:46:29 ,130,144,1,ddos
25-Apr-19, 18:46:36 ,124,140,1,ddos
25-Apr-19, 18:46:39 ,130,144,1,ddos
25-Apr-19, 18:46:41 ,124,140,1,ddos
25-Apr-19, 18:46:44 ,130,144,1,ddos
25-Apr-19, 18:46:46 ,124,140,1,ddos
25-Apr-19, 18:46:49 ,130,144,1,ddos
25-Apr-19, 18:46:51 ,124,140,1,ddos
25-Apr-19, 18:46:54 ,130,144,1,ddos
25-Apr-19, 18:46:59 ,130,144,1,ddos
25-Apr-19, 18:47:01 ,124,140,1,ddos
25-Apr-19, 18:47:04 ,130,144,1,ddos
25-Apr-19, 18:47:06 ,124,140,1,ddos
25-Apr-19, 18:47:09 ,130,144,1,ddos
25-Apr-19, 18:47:11 ,125,140,1,ddos
25-Apr-19, 18:47:16 ,125,140,1,ddos
25-Apr-19, 18:47:19 ,130,144,1,ddos
25-Apr-19, 18:47:21 ,125,140,1,ddos
25-Apr-19, 18:47:24 ,131,144,1,ddos
25-Apr-19, 18:47:29 ,131,144,1,ddos
25-Apr-19, 18:47:31 ,125,140,1,ddos
25-Apr-19, 18:47:34 ,131,144,1,ddos
25-Apr-19, 18:47:36 ,125,141,1,ddos
25-Apr-19, 18:47:39 ,131,144,1,ddos
25-Apr-19, 18:47:41 ,125,141,1,ddos
25-Apr-19, 18:47:46 ,125,141,1,ddos
25-Apr-19, 18:47:49 ,131,144,1,ddos
25-Apr-19, 18:47:52 ,125,141,1,ddos
25-Apr-19, 18:47:54 ,131,144,1,ddos
25-Apr-19, 18:47:57 ,125,141,1,ddos
25-Apr-19, 18:47:59 ,131,144,1,ddos
25-Apr-19, 18:48:04 ,131,144,1,ddos
25-Apr-19, 18:48:07 ,125,141,1,ddos
25-Apr-19, 18:48:09 ,131,144,1,ddos
25-Apr-19, 18:48:12 ,125,141,1,ddos
25-Apr-19, 18:48:17 ,125,141,1,ddos
25-Apr-19, 18:48:19 ,131,144,1,ddos
25-Apr-19, 18:48:22 ,125,141,1,ddos
25-Apr-19, 18:48:24 ,131,144,1,ddos
25-Apr-19, 18:48:27 ,125,141,1,ddos
25-Apr-19, 18:48:29 ,131,144,1,ddos
25-Apr-19, 18:48:32 ,125,141,1,ddos
25-Apr-19, 18:48:34 ,131,144,1,ddos
25-Apr-19, 18:48:37 ,125,141,1,ddos
25-Apr-19, 18:48:39 ,131,144,1,ddos
25-Apr-19, 18:48:42 ,125,141,1,ddos
25-Apr-19, 18:48:47 ,125,141,1,ddos
25-Apr-19, 18:48:49 ,131,145,1,ddos
25-Apr-19, 18:48:52 ,125,141,1,ddos
25-Apr-19, 18:48:54 ,131,145,1,ddos
25-Apr-19, 18:48:57 ,125,141,1,ddos
25-Apr-19, 18:48:59 ,131,145,1,ddos
25-Apr-19, 18:49:04 ,131,145,1,ddos
25-Apr-19, 18:49:07 ,126,141,1,ddos
25-Apr-19, 18:49:09 ,132,145,1,ddos
25-Apr-19, 18:49:12 ,126,141,1,ddos
25-Apr-19, 18:49:17 ,126,141,1,ddos
25-Apr-19, 18:49:19 ,132,145,1,ddos
25-Apr-19, 18:49:22 ,126,141,1,ddos
25-Apr-19, 18:49:27 ,126,142,1,ddos
25-Apr-19, 18:49:29 ,132,145,1,ddos
25-Apr-19, 18:49:34 ,132,145,1,ddos
25-Apr-19, 18:49:37 ,126,142,1,ddos
25-Apr-19, 18:49:39 ,132,145,1,ddos
25-Apr-19, 18:49:42 ,126,142,1,ddos
25-Apr-19, 18:49:47 ,126,142,1,ddos
25-Apr-19, 18:49:52 ,126,142,1,ddos
25-Apr-19, 18:49:54 ,132,145,1,ddos
25-Apr-19, 18:49:57 ,126,142,1,ddos
25-Apr-19, 18:49:59 ,132,145,1,ddos
25-Apr-19, 18:50:04 ,132,145,1,ddos
25-Apr-19, 18:50:07 ,126,142,1,ddos
25-Apr-19, 18:50:09 ,132,145,1,ddos
25-Apr-19, 18:50:12 ,126,142,1,ddos
25-Apr-19, 18:50:17 ,126,142,1,ddos
25-Apr-19, 18:50:19 ,132,145,1,ddos
25-Apr-19, 18:50:22 ,126,142,1,ddos
25-Apr-19, 18:50:24 ,132,145,1,ddos
25-Apr-19, 18:50:27 ,126,142,1,ddos
25-Apr-19, 18:50:29 ,132,145,1,ddos
25-Apr-19, 18:50:34 ,132,145,1,ddos
25-Apr-19, 18:50:37 ,126,142,1,ddos
25-Apr-19, 18:50:39 ,132,145,1,ddos
25-Apr-19, 18:50:42 ,126,142,1,ddos
25-Apr-19, 18:50:47 ,126,142,1,ddos
25-Apr-19, 18:50:49 ,132,146,1,ddos
25-Apr-19, 18:50:52 ,126,143,1,ddos
25-Apr-19, 18:50:54 ,132,146,1,ddos
25-Apr-19, 18:50:57 ,126,143,1,ddos
25-Apr-19, 18:50:59 ,132,146,1,ddos
25-Apr-19, 18:51:04 ,133,146,1,ddos
25-Apr-19, 18:51:07 ,126,143,1,ddos
25-Apr-19, 18:51:09 ,133,146,1,ddos
25-Apr-19, 18:51:12 ,127,143,1,ddos
25-Apr-19, 18:51:17 ,127,143,1,ddos
25-Apr-19, 18:51:19 ,133,146,1,ddos
25-Apr-19, 18:51:22 ,127,143,1,ddos
25-Apr-19, 18:51:25 ,133,146,1,ddos
25-Apr-19, 18:51:27 ,127,143,1,ddos
25-Apr-19, 18:51:30 ,133,146,1,ddos
25-Apr-19, 18:51:35 ,133,146,1,ddos
25-Apr-19, 18:51:37 ,127,143,1,ddos
25-Apr-19, 18:51:40 ,133,146,1,ddos
25-Apr-19, 18:51:42 ,127,143,1,ddos
25-Apr-19, 18:51:45 ,133,146,1,ddos
25-Apr-19, 18:51:47 ,127,143,1,ddos
25-Apr-19, 18:51:52 ,127,143,1,ddos
25-Apr-19, 18:51:55 ,133,146,1,ddos
25-Apr-19, 18:51:57 ,127,143,1,ddos
25-Apr-19, 18:52:00 ,133,146,1,ddos
25-Apr-19, 18:52:05 ,133,146,1,ddos
25-Apr-19, 18:52:10 ,133,146,1,ddos
25-Apr-19, 18:52:12 ,127,143,1,ddos
25-Apr-19, 18:52:15 ,133,146,1,ddos
25-Apr-19, 18:52:17 ,127,144,1,ddos
25-Apr-19, 18:52:22 ,127,144,1,ddos
25-Apr-19, 18:52:25 ,133,146,1,ddos
25-Apr-19, 18:52:27 ,127,144,1,ddos
25-Apr-19, 18:52:30 ,133,146,1,ddos
25-Apr-19, 18:52:35 ,133,146,1,ddos
25-Apr-19, 18:52:37 ,127,144,1,ddos
25-Apr-19, 18:52:40 ,133,146,1,ddos
25-Apr-19, 18:52:42 ,127,144,1,ddos
25-Apr-19, 18:52:45 ,133,146,1,ddos
25-Apr-19, 18:52:47 ,127,144,1,ddos
25-Apr-19, 18:52:52 ,127,144,1,ddos
25-Apr-19, 18:52:55 ,133,146,1,ddos
25-Apr-19, 18:52:57 ,127,144,1,ddos
25-Apr-19, 18:53:00 ,133,146,1,ddos
25-Apr-19, 18:53:05 ,133,146,1,ddos
25-Apr-19, 18:53:07 ,127,144,1,ddos
25-Apr-19, 18:53:10 ,133,146,1,ddos
25-Apr-19, 18:53:12 ,127,144,1,ddos
25-Apr-19, 18:53:15 ,133,147,1,ddos
25-Apr-19, 18:53:17 ,128,144,1,ddos
25-Apr-19, 18:53:22 ,128,144,1,ddos
25-Apr-19, 18:53:25 ,133,147,1,ddos
25-Apr-19, 18:53:27 ,128,144,1,ddos
25-Apr-19, 18:53:30 ,133,147,1,ddos
25-Apr-19, 18:53:35 ,134,147,1,ddos
25-Apr-19, 18:53:37 ,128,144,1,ddos
25-Apr-19, 18:53:40 ,134,147,1,ddos
25-Apr-19, 18:53:42 ,128,144,1,ddos
25-Apr-19, 18:53:45 ,134,147,1,ddos
25-Apr-19, 18:53:47 ,128,144,1,ddos
25-Apr-19, 18:53:50 ,134,147,1,ddos
25-Apr-19, 18:53:52 ,128,144,1,ddos
25-Apr-19, 18:53:55 ,134,147,1,ddos
25-Apr-19, 18:53:57 ,128,144,1,ddos
25-Apr-19, 18:54:00 ,134,147,1,ddos
25-Apr-19, 18:54:05 ,134,147,1,ddos
25-Apr-19, 18:54:07 ,128,144,1,ddos
25-Apr-19, 18:54:10 ,134,147,1,ddos
25-Apr-19, 18:54:12 ,128,144,1,ddos
25-Apr-19, 18:54:15 ,134,147,1,ddos
25-Apr-19, 18:54:17 ,128,144,1,ddos
25-Apr-19, 18:54:22 ,128,144,1,ddos
25-Apr-19, 18:54:25 ,134,147,1,ddos
25-Apr-19, 18:54:28 ,128,144,1,ddos
25-Apr-19, 18:54:30 ,134,147,1,ddos
25-Apr-19, 18:54:33 ,128,144,1,ddos
25-Apr-19, 18:54:35 ,134,147,1,ddos
25-Apr-19, 18:54:43 ,128,145,1,ddos
25-Apr-19, 18:54:45 ,134,147,1,ddos
25-Apr-19, 18:54:48 ,128,145,1,ddos
25-Apr-19, 18:54:53 ,128,145,1,ddos
25-Apr-19, 18:54:55 ,134,147,1,ddos
25-Apr-19, 18:54:58 ,129,145,1,ddos
25-Apr-19, 18:55:00 ,134,147,1,ddos
25-Apr-19, 18:55:03 ,129,145,1,ddos
25-Apr-19, 18:55:05 ,134,148,1,ddos
25-Apr-19, 18:55:10 ,134,148,1,ddos
25-Apr-19, 18:55:13 ,129,145,1,ddos
25-Apr-19, 18:55:15 ,134,148,1,ddos
25-Apr-19, 18:55:18 ,129,145,1,ddos
25-Apr-19, 18:55:23 ,129,145,1,ddos
25-Apr-19, 18:55:25 ,134,148,1,ddos
25-Apr-19, 18:55:28 ,129,145,1,ddos
25-Apr-19, 18:55:30 ,134,148,1,ddos
25-Apr-19, 18:55:35 ,134,148,1,ddos
25-Apr-19, 18:55:40 ,135,148,1,ddos
25-Apr-19, 18:55:43 ,129,145,1,ddos
25-Apr-19, 18:55:45 ,135,148,1,ddos
25-Apr-19, 18:55:48 ,129,145,1,ddos
25-Apr-19, 18:55:55 ,135,148,1,ddos
25-Apr-19, 18:55:58 ,129,145,1,ddos
25-Apr-19, 18:56:00 ,135,148,1,ddos
25-Apr-19, 18:56:03 ,129,145,1,ddos
25-Apr-19, 18:56:05 ,135,148,1,ddos
25-Apr-19, 18:56:10 ,135,148,1,ddos
25-Apr-19, 18:56:13 ,129,145,1,ddos
25-Apr-19, 18:56:15 ,135,149,1,ddos
25-Apr-19, 18:56:18 ,129,145,1,ddos
25-Apr-19, 18:56:20 ,135,149,1,ddos
25-Apr-19, 18:56:23 ,129,145,1,ddos
25-Apr-19, 18:56:25 ,135,149,1,ddos
25-Apr-19, 18:56:28 ,129,145,1,ddos
25-Apr-19, 18:56:30 ,135,149,1,ddos
25-Apr-19, 18:56:33 ,129,145,1,ddos
25-Apr-19, 18:56:35 ,135,149,1,ddos
25-Apr-19, 18:56:38 ,129,145,1,ddos
25-Apr-19, 18:56:40 ,135,149,1,ddos
25-Apr-19, 18:56:43 ,129,145,1,ddos
25-Apr-19, 18:56:45 ,135,149,1,ddos
25-Apr-19, 18:56:48 ,129,145,1,ddos
25-Apr-19, 18:56:50 ,135,149,1,ddos
25-Apr-19, 18:56:53 ,129,145,1,ddos
25-Apr-19, 18:56:55 ,135,149,1,ddos
25-Apr-19, 18:56:58 ,129,145,1,ddos
25-Apr-19, 18:57:00 ,135,149,1,ddos
25-Apr-19, 18:57:03 ,129,145,1,ddos
25-Apr-19, 18:57:05 ,135,149,1,ddos
25-Apr-19, 18:57:10 ,136,149,1,ddos
25-Apr-19, 18:57:15 ,136,149,1,ddos
25-Apr-19, 18:57:18 ,130,145,1,ddos
25-Apr-19, 18:57:23 ,130,145,1,ddos
25-Apr-19, 18:57:28 ,130,146,1,ddos
25-Apr-19, 18:57:33 ,130,146,1,ddos
25-Apr-19, 18:57:35 ,136,150,1,ddos
25-Apr-19, 18:57:40 ,136,150,1,ddos
25-Apr-19, 18:57:43 ,130,146,1,ddos
25-Apr-19, 18:57:45 ,136,150,1,ddos
25-Apr-19, 18:57:48 ,130,146,1,ddos
25-Apr-19, 18:57:53 ,130,146,1,ddos
25-Apr-19, 18:57:55 ,136,150,1,ddos
25-Apr-19, 18:57:58 ,130,146,1,ddos
25-Apr-19, 18:58:00 ,136,150,1,ddos
25-Apr-19, 18:58:03 ,130,146,1,ddos
25-Apr-19, 18:58:05 ,136,150,1,ddos
25-Apr-19, 18:58:10 ,136,150,1,ddos
25-Apr-19, 18:58:13 ,130,146,1,ddos
25-Apr-19, 18:58:15 ,136,150,1,ddos
25-Apr-19, 18:58:18 ,130,146,1,ddos
25-Apr-19, 18:58:23 ,130,146,1,ddos
25-Apr-19, 18:58:25 ,136,150,1,ddos
25-Apr-19, 18:58:28 ,130,146,1,ddos
25-Apr-19, 18:58:30 ,136,150,1,ddos
25-Apr-19, 18:58:33 ,130,146,1,ddos
25-Apr-19, 18:58:35 ,136,150,1,ddos
25-Apr-19, 18:58:40 ,137,150,1,ddos
25-Apr-19, 18:58:43 ,130,146,1,ddos
25-Apr-19, 18:58:45 ,137,150,1,ddos
25-Apr-19, 18:58:48 ,130,146,1,ddos
25-Apr-19, 18:58:53 ,130,146,1,ddos
25-Apr-19, 18:58:55 ,137,150,1,ddos
25-Apr-19, 18:58:58 ,130,146,1,ddos
25-Apr-19, 18:59:00 ,137,150,1,ddos
25-Apr-19, 18:59:03 ,130,146,1,ddos
25-Apr-19, 18:59:10 ,137,150,1,ddos
25-Apr-19, 18:59:13 ,130,147,1,ddos
25-Apr-19, 18:59:15 ,137,150,1,ddos
25-Apr-19, 18:59:18 ,131,147,1,ddos
25-Apr-19, 18:59:23 ,131,147,1,ddos
25-Apr-19, 18:59:25 ,137,150,1,ddos
25-Apr-19, 18:59:28 ,131,147,1,ddos
25-Apr-19, 18:59:30 ,137,151,1,ddos
25-Apr-19, 18:59:33 ,131,147,1,ddos
25-Apr-19, 18:59:35 ,137,151,1,ddos
25-Apr-19, 18:59:40 ,137,151,1,ddos
25-Apr-19, 18:59:43 ,131,147,1,ddos
25-Apr-19, 18:59:45 ,137,151,1,ddos
25-Apr-19, 18:59:48 ,131,147,1,ddos
25-Apr-19, 18:59:53 ,131,147,1,ddos
25-Apr-19, 18:59:55 ,137,151,1,ddos
25-Apr-19, 18:59:58 ,131,147,1,ddos
25-Apr-19, 19:00:03 ,131,147,1,ddos
25-Apr-19, 19:00:05 ,137,151,1,ddos
25-Apr-19, 19:00:10 ,137,151,1,ddos
25-Apr-19, 19:00:13 ,131,147,1,ddos
25-Apr-19, 19:00:15 ,138,151,1,ddos
25-Apr-19, 19:00:18 ,131,147,1,ddos
25-Apr-19, 19:00:23 ,131,147,1,ddos
